32.26,29.12,36.86,30.95,987.02,-43.78,11.49,48.21,46.09,171.81
32.35,29.08,36.86,31.37,987.02,-43.32,11.76,48.65,44.92,174.83
32.26,29.05,36.32,31.06,987.0,-42.83,12.13,48.71,44.35,176.19
32.21,29.03,36.86,30.98,987.02,-42.39,12.22,48.36,43.96,177.07
32.33,29.03,36.32,31.13,987.0,-41.85,12.43,48.13,42.85,179.44
32.17,28.99,36.32,30.89,987.0,-41.29,12.85,48.45,41.47,-177.88
32.24,28.98,35.78,30.96,986.98,-40.75,13.28,48.67,40.82,-176.68
32.19,28.98,36.32,31.59,986.98,-40.27,13.59,48.93,40.37,-175.89
32.24,28.95,36.32,31.22,986.98,-39.7,14.61,49.04,39.07,-173.73
32.06,28.92,36.86,30.94,986.99,-39.19,15.08,48.92,37.57,-171.41
32.13,28.9,35.78,31.4,986.95,-38.56,15.32,48.98,36.84,-170.35
32.24,28.91,36.32,31.06,987.01,-38.04,15.58,48.94,36.35,-169.65
32.19,28.89,36.32,31.03,986.98,-37.5,15.93,48.9,34.93,-167.73
32.06,28.87,36.32,31.28,987.03,-36.78,16.3,49.02,33.31,-165.67
32.19,28.86,35.78,31.36,987.0,-36.21,16.53,49.24,32.52,-164.72
32.04,28.85,36.32,31.14,986.99,-35.93,16.68,49.17,32.0,-164.1
32.04,28.85,36.86,31.53,986.96,-35.6,16.96,49.24,30.49,-162.37
32.06,28.85,35.78,30.97,987.0,-35.08,17.29,49.44,28.77,-160.52
32.13,28.85,36.32,31.8,987.03,-34.59,17.51,49.62,27.94,-159.66
32.15,28.84,35.78,31.47,986.96,-34.27,17.89,49.68,27.34,-159.05
32.03,28.83,35.78,31.72,987.0,-33.58,18.12,49.73,25.81,-157.54
32.15,28.83,36.32,31.34,987.01,-32.91,18.52,49.88,24.02,-155.84
32.04,28.85,35.78,31.35,987.01,-32.32,18.71,50.35,23.16,-155.06
32.06,28.86,36.32,31.56,986.97,-31.77,19.15,50.31,22.54,-154.5
32.12,28.91,36.32,31.2,986.98,-31.34,19.49,50.52,20.95,-153.1
32.24,28.96,36.32,30.95,986.99,-30.63,19.95,50.69,19.11,-151.54
32.24,28.98,35.78,31.12,986.96,-30.12,20.32,50.69,18.23,-150.81
32.22,28.98,35.78,30.88,986.98,-29.63,20.59,50.79,17.65,-150.33
32.26,28.97,35.78,31.12,986.98,-29.19,20.96,50.96,15.97,-148.98
32.15,28.93,36.32,31.01,986.97,-28.62,21.48,50.96,14.09,-147.51
32.1,28.92,35.78,31.26,986.99,-27.94,22.17,50.95,13.2,-146.82
32.01,28.91,36.32,31.2,987.0,-27.37,22.52,51.09,12.6,-146.37
32.13,28.9,36.32,30.75,986.97,-26.74,23.05,51.04,10.9,-145.09
32.19,28.89,35.78,31.27,986.96,-25.95,23.57,50.99,9.0,-143.68
32.1,28.89,35.78,31.2,986.95,-25.34,24.05,51.02,8.09,-143.02
32.15,28.88,35.78,31.1,986.93,-24.59,24.39,50.74,7.44,-142.54
32.21,28.88,35.78,31.48,986.96,-23.99,24.95,50.72,5.77,-141.34
32.01,28.86,36.32,31.78,986.93,-23.09,25.69,50.61,3.85,-139.96
32.12,28.85,36.86,31.63,986.95,-22.39,26.16,50.61,2.94,-139.32
32.1,28.84,35.78,31.49,986.95,-21.56,26.5,50.61,2.28,-138.85
32.04,28.85,36.32,31.25,986.93,-20.9,27.15,50.29,0.61,-137.66
32.08,28.9,36.32,31.55,986.96,-20.05,27.69,50.37,-1.31,-136.3
32.15,28.93,35.78,31.44,986.92,-19.17,28.19,50.07,-2.22,-135.65
32.19,28.95,35.78,31.44,986.97,-18.54,28.88,49.69,-2.88,-135.19
32.26,29.02,35.78,31.21,986.98,-17.84,29.48,49.43,-4.55,-134.0
32.26,29.08,35.78,30.83,986.93,-16.96,29.9,48.89,-6.47,-132.62
32.4,29.06,36.86,31.28,986.95,-16.04,30.53,48.46,-7.38,-131.97
32.3,29.07,36.32,31.47,986.96,-15.21,30.99,48.19,-8.03,-131.49
32.39,29.04,36.86,31.03,986.95,-14.34,31.31,47.61,-9.69,-130.27
32.19,29.03,35.78,31.18,986.93,-13.74,31.97,47.51,-11.59,-128.86
32.24,29.01,35.78,30.51,986.93,-12.97,32.42,47.35,-12.49,-128.18
32.19,29.0,35.78,31.04,986.92,-12.47,32.71,47.1,-13.13,-127.69
32.21,28.99,36.32,30.82,986.95,-11.7,33.09,46.49,-14.77,-126.42
32.28,28.97,36.32,31.41,986.95,-10.94,33.52,46.18,-16.65,-124.94
32.15,28.95,35.78,30.92,986.94,-9.97,33.92,45.84,-17.53,-124.23
32.21,28.95,35.78,31.12,986.92,-9.3,34.38,45.31,-18.17,-123.71
32.24,28.94,35.78,31.15,986.92,-8.75,34.77,45.56,-19.77,-122.37
32.22,28.94,35.78,31.26,986.9,-8.13,35.16,45.0,-21.66,-120.75
